CustomerID,CustomerType,Stage,Tenure,Plan,PaymentMethod,MonthlyCharges,TotalCharges,Churn Status
PR002358,Entrepreneur,0,6,Month-to-Month,Credit Card,1999,11994,No
STA02495,Startup,0,6,Half Yearly,Debit Card,1899,11394,No
INF002536,Influencer,0,5,Half Yearly,UPI,1899,9495,Yes
STA02496,Startup,0,2,Half Yearly,Debit Card,1899,3798,No
INF002537,Influencer,1,5,Half Yearly,UPI,1899,9495,Yes
STA02497,Startup,0,13,Half Yearly,Debit Card,1899,24687,No
STA02498,Startup,0,2,Annual,Debit Card,1799,3598,No
PR002359,Entrepreneur,1,7,Annual,UPI,1799,12593,No
PR002360,Entrepreneur,1,4,Half Yearly,Credit Card,1899,7596,No
PR002361,Entrepreneur,1,2,Month-to-Month,Debit Card,1999,3998,Yes
INF002538,Influencer,1,2,Annual,Credit Card,1799,3598,Yes
INF002539,Influencer,1,7,Annual,UPI,1799,12593,Yes
PR002362,Entrepreneur,0,4,Half Yearly,Debit Card,1899,7596,No
STA02499,Startup,1,10,Month-to-Month,Debit Card,1999,19990,No
PR002363,Entrepreneur,1,2,Half Yearly,UPI,1899,3798,Yes
STA02500,Startup,0,1,Annual,Debit Card,1799,1799,No
INF002540,Influencer,0,5,Month-to-Month,Credit Card,1999,9995,No
INF002541,Influencer,1,20,Month-to-Month,UPI,1999,39980,Yes
INF002542,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
PR002364,Entrepreneur,0,1,Half Yearly,Debit Card,1899,1899,Yes
STA02501,Startup,1,20,Month-to-Month,UPI,1999,39980,No
STA02502,Startup,0,1,Month-to-Month,Debit Card,1999,1999,No
INF002543,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
STA02503,Startup,0,10,Half Yearly,UPI,1899,18990,Yes
PR002365,Entrepreneur,1,5,Annual,Debit Card,1799,8995,No
STA02504,Startup,0,9,Half Yearly,UPI,1899,17091,No
INF002544,Influencer,0,13,Annual,Debit Card,1799,23387,No
PR002366,Entrepreneur,0,2,Month-to-Month,Debit Card,1999,3998,Yes
STA02505,Startup,1,14,Half Yearly,Debit Card,1899,26586,No
INF002545,Influencer,1,1,Half Yearly,Debit Card,1899,1899,Yes
STA02506,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
PR002367,Entrepreneur,0,9,Month-to-Month,Credit Card,1999,17991,No
PR002368,Entrepreneur,0,13,Half Yearly,Credit Card,1899,24687,No
STA02507,Startup,0,11,Annual,Debit Card,1799,19789,No
INF002546,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,Yes
INF002547,Influencer,0,6,Month-to-Month,Debit Card,1999,11994,Yes
INF002548,Influencer,0,6,Half Yearly,UPI,1899,11394,Yes
INF002549,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
INF002550,Influencer,0,12,Annual,Debit Card,1799,21588,No
INF002551,Influencer,1,7,Half Yearly,Credit Card,1899,13293,Yes
STA02508,Startup,1,4,Month-to-Month,Debit Card,1999,7996,Yes
INF002552,Influencer,0,1,Month-to-Month,UPI,1999,1999,Yes
PR002369,Entrepreneur,1,5,Annual,Debit Card,1799,8995,No
PR002370,Entrepreneur,0,3,Half Yearly,Debit Card,1899,5697,No
STA02509,Startup,0,6,Month-to-Month,UPI,1999,11994,No
STA02510,Startup,0,12,Annual,Debit Card,1799,21588,No
INF002553,Influencer,0,13,Annual,Debit Card,1799,23387,No
INF002554,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
PR002371,Entrepreneur,0,13,Half Yearly,UPI,1899,24687,No
PR002372,Entrepreneur,0,4,Half Yearly,UPI,1899,7596,Yes
INF002555,Influencer,0,6,Month-to-Month,UPI,1999,11994,Yes
PR002373,Entrepreneur,1,1,Half Yearly,UPI,1899,1899,Yes
PR002374,Entrepreneur,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF002556,Influencer,0,6,Half Yearly,Credit Card,1899,11394,Yes
STA02511,Startup,0,3,Month-to-Month,UPI,1999,5997,No
INF002557,Influencer,0,3,Annual,Debit Card,1799,5397,Yes
STA02512,Startup,1,4,Half Yearly,Credit Card,1899,7596,No
INF002558,Influencer,1,7,Annual,Credit Card,1799,12593,Yes
INF002559,Influencer,1,5,Annual,Credit Card,1799,8995,Yes
STA02513,Startup,1,10,Month-to-Month,Credit Card,1999,19990,No
INF002560,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
STA02514,Startup,1,5,Half Yearly,UPI,1899,9495,No
INF002561,Influencer,1,1,Month-to-Month,UPI,1999,1999,Yes
STA02515,Startup,0,12,Annual,Debit Card,1799,21588,No
INF002562,Influencer,1,1,Month-to-Month,Credit Card,1999,1999,Yes
PR002375,Entrepreneur,1,5,Month-to-Month,Credit Card,1999,9995,No
INF002563,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
STA02516,Startup,0,14,Month-to-Month,Credit Card,1999,27986,No
INF002564,Influencer,1,7,Half Yearly,Credit Card,1899,13293,Yes
PR002376,Entrepreneur,1,17,Annual,Debit Card,1799,30583,No
STA02517,Startup,1,4,Half Yearly,UPI,1899,7596,No
STA02518,Startup,1,9,Half Yearly,Debit Card,1899,17091,No
PR002377,Entrepreneur,1,3,Month-to-Month,Debit Card,1999,5997,No
INF002565,Influencer,0,1,Month-to-Month,Credit Card,1999,1999,Yes
INF002566,Influencer,0,14,Half Yearly,Debit Card,1899,26586,No
PR002378,Entrepreneur,0,14,Annual,Debit Card,1799,25186,No
INF002567,Influencer,0,6,Half Yearly,Credit Card,1899,11394,Yes
PR002379,Entrepreneur,0,5,Half Yearly,UPI,1899,9495,No
STA02519,Startup,1,3,Month-to-Month,Debit Card,1999,5997,No
STA02520,Startup,1,18,Annual,Credit Card,1799,32382,No
INF002568,Influencer,0,8,Month-to-Month,Credit Card,1999,15992,Yes
INF002569,Influencer,1,7,Half Yearly,UPI,1899,13293,Yes
PR002380,Entrepreneur,0,1,Half Yearly,Credit Card,1899,1899,Yes
PR002381,Entrepreneur,1,5,Half Yearly,Credit Card,1899,9495,No
STA02521,Startup,0,13,Month-to-Month,Debit Card,1999,25987,No
PR002382,Entrepreneur,1,3,Month-to-Month,Credit Card,1999,5997,Yes
INF002570,Influencer,0,15,Annual,UPI,1799,26985,No
INF002571,Influencer,0,16,Annual,Debit Card,1799,28784,No
INF002572,Influencer,1,5,Half Yearly,Credit Card,1899,9495,Yes
INF002573,Influencer,1,6,Half Yearly,Debit Card,1899,11394,Yes
STA02522,Startup,0,8,Month-to-Month,Debit Card,1999,15992,No
INF002574,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
INF002575,Influencer,1,3,Half Yearly,Credit Card,1899,5697,Yes
STA02523,Startup,1,5,Annual,UPI,1799,8995,No
INF002576,Influencer,1,8,Annual,Credit Card,1799,14392,Yes
INF002577,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
INF002578,Influencer,1,4,Month-to-Month,Credit Card,1999,7996,Yes
INF002579,Influencer,0,5,Half Yearly,Debit Card,1899,9495,Yes
PR002383,Entrepreneur,1,5,Half Yearly,UPI,1899,9495,No
PR002384,Entrepreneur,1,8,Month-to-Month,Debit Card,1999,15992,No
STA02524,Startup,0,2,Annual,Debit Card,1799,3598,No
INF002580,Influencer,0,9,Month-to-Month,Credit Card,1999,17991,Yes
PR002385,Entrepreneur,0,4,Half Yearly,Debit Card,1899,7596,No
STA02525,Startup,0,14,Annual,UPI,1799,25186,No
PR002386,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,No
INF002581,Influencer,1,5,Month-to-Month,Debit Card,1999,9995,No
INF002582,Influencer,1,1,Month-to-Month,UPI,1999,1999,Yes
PR002387,Entrepreneur,0,9,Half Yearly,UPI,1899,17091,No
STA02526,Startup,1,6,Month-to-Month,Debit Card,1999,11994,No
STA02527,Startup,0,8,Half Yearly,UPI,1899,15192,No
STA02528,Startup,1,1,Month-to-Month,Credit Card,1999,1999,No
STA02529,Startup,1,10,Month-to-Month,Credit Card,1999,19990,No
INF002583,Influencer,0,14,Annual,Credit Card,1799,25186,No
INF002584,Influencer,1,8,Half Yearly,Debit Card,1899,15192,Yes
PR002388,Entrepreneur,1,9,Half Yearly,Debit Card,1899,17091,No
STA02530,Startup,0,1,Annual,Debit Card,1799,1799,No
PR002389,Entrepreneur,1,10,Half Yearly,Credit Card,1899,18990,Yes
INF002585,Influencer,1,12,Annual,UPI,1799,21588,No
STA02531,Startup,1,1,Half Yearly,Credit Card,1899,1899,No
PR002390,Entrepreneur,0,3,Month-to-Month,UPI,1999,5997,Yes
PR002391,Entrepreneur,0,6,Annual,UPI,1799,10794,No
STA02532,Startup,0,2,Half Yearly,Credit Card,1899,3798,No
INF002586,Influencer,0,10,Month-to-Month,Credit Card,1999,19990,Yes
INF002587,Influencer,1,1,Month-to-Month,UPI,1999,1999,Yes
INF002588,Influencer,1,8,Half Yearly,Debit Card,1899,15192,Yes
STA02533,Startup,0,8,Half Yearly,Debit Card,1899,15192,No
INF002589,Influencer,1,6,Half Yearly,Debit Card,1899,11394,Yes
INF002590,Influencer,1,6,Half Yearly,Debit Card,1899,11394,Yes
PR002392,Entrepreneur,1,2,Annual,UPI,1799,3598,Yes
STA02534,Startup,0,12,Half Yearly,Debit Card,1899,22788,No
INF002591,Influencer,0,10,Half Yearly,UPI,1899,18990,No
INF002592,Influencer,1,2,Month-to-Month,Credit Card,1999,3998,Yes
PR002393,Entrepreneur,1,1,Annual,Credit Card,1799,1799,Yes
STA02535,Startup,0,18,Half Yearly,Credit Card,1899,34182,No
PR002394,Entrepreneur,0,8,Half Yearly,Debit Card,1899,15192,No
STA02536,Startup,1,3,Half Yearly,UPI,1899,5697,No
INF002593,Influencer,0,5,Half Yearly,UPI,1899,9495,Yes
STA02537,Startup,1,8,Month-to-Month,UPI,1999,15992,No
PR002395,Entrepreneur,1,1,Half Yearly,Debit Card,1899,1899,Yes
STA02538,Startup,0,10,Month-to-Month,UPI,1999,19990,No
INF002594,Influencer,0,2,Annual,UPI,1799,3598,Yes
INF002595,Influencer,1,5,Half Yearly,Debit Card,1899,9495,Yes
STA02539,Startup,0,16,Annual,UPI,1799,28784,No
PR002396,Entrepreneur,1,17,Annual,UPI,1799,30583,No
INF002596,Influencer,1,8,Half Yearly,UPI,1899,15192,Yes
PR002397,Entrepreneur,1,8,Half Yearly,UPI,1899,15192,No
INF002597,Influencer,0,4,Annual,UPI,1799,7196,Yes
INF002598,Influencer,1,5,Month-to-Month,Debit Card,1999,9995,Yes
PR002398,Entrepreneur,1,7,Annual,Credit Card,1799,12593,No
PR002399,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,Yes
STA02540,Startup,0,3,Annual,Credit Card,1799,5397,No
PR002400,Entrepreneur,1,1,Month-to-Month,UPI,1999,1999,Yes
INF002599,Influencer,1,2,Month-to-Month,UPI,1999,3998,Yes
INF002600,Influencer,0,5,Half Yearly,UPI,1899,9495,Yes
INF002601,Influencer,0,13,Month-to-Month,UPI,1999,25987,Yes
INF002602,Influencer,0,10,Half Yearly,Credit Card,1899,18990,No
STA02541,Startup,1,5,Half Yearly,UPI,1899,9495,No
INF002603,Influencer,1,5,Half Yearly,Debit Card,1899,9495,Yes
STA02542,Startup,1,1,Half Yearly,Credit Card,1899,1899,No
STA02543,Startup,1,9,Month-to-Month,Debit Card,1999,17991,No
INF002604,Influencer,0,21,Half Yearly,Credit Card,1899,39879,No
INF002605,Influencer,0,20,Annual,UPI,1799,35980,No
STA02544,Startup,0,7,Half Yearly,UPI,1899,13293,No
INF002606,Influencer,1,3,Half Yearly,Debit Card,1899,5697,Yes
INF002607,Influencer,1,5,Month-to-Month,Credit Card,1999,9995,No
STA02545,Startup,0,24,Half Yearly,Credit Card,1899,45576,No
PR002401,Entrepreneur,0,3,Month-to-Month,UPI,1999,5997,No
INF002608,Influencer,1,8,Month-to-Month,Debit Card,1999,15992,Yes
INF002609,Influencer,0,2,Month-to-Month,Credit Card,1999,3998,No
INF002610,Influencer,1,3,Half Yearly,UPI,1899,5697,No
STA02546,Startup,1,4,Month-to-Month,Credit Card,1999,7996,No
PR002402,Entrepreneur,1,7,Annual,Credit Card,1799,12593,No
STA02547,Startup,0,1,Half Yearly,Debit Card,1899,1899,No
STA02548,Startup,0,5,Annual,Credit Card,1799,8995,No
PR002403,Entrepreneur,0,6,Annual,Credit Card,1799,10794,No
INF002611,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
INF002612,Influencer,1,3,Annual,Debit Card,1799,5397,Yes
PR002404,Entrepreneur,0,8,Half Yearly,Debit Card,1899,15192,No
STA02549,Startup,1,1,Half Yearly,Debit Card,1899,1899,No
INF002613,Influencer,1,5,Annual,Credit Card,1799,8995,Yes
INF002614,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
PR002405,Entrepreneur,0,1,Annual,Credit Card,1799,1799,Yes
PR002406,Entrepreneur,1,4,Half Yearly,UPI,1899,7596,No
STA02550,Startup,0,3,Half Yearly,UPI,1899,5697,No
INF002615,Influencer,1,1,Month-to-Month,Credit Card,1999,1999,Yes
INF002616,Influencer,1,3,Half Yearly,UPI,1899,5697,Yes
PR002407,Entrepreneur,1,6,Month-to-Month,UPI,1999,11994,No
PR002408,Entrepreneur,1,2,Month-to-Month,Credit Card,1999,3998,Yes
PR002409,Entrepreneur,1,4,Month-to-Month,Debit Card,1999,7996,No
INF002617,Influencer,0,7,Month-to-Month,Credit Card,1999,13993,Yes
STA02551,Startup,1,7,Month-to-Month,Debit Card,1999,13993,No
PR002410,Entrepreneur,0,7,Half Yearly,Debit Card,1899,13293,No
PR002411,Entrepreneur,1,4,Half Yearly,UPI,1899,7596,No
STA02552,Startup,0,7,Half Yearly,Credit Card,1899,13293,No
INF002618,Influencer,1,2,Annual,Debit Card,1799,3598,Yes
PR002412,Entrepreneur,1,3,Month-to-Month,Debit Card,1999,5997,Yes
PR002413,Entrepreneur,1,1,Month-to-Month,Credit Card,1999,1999,Yes
PR002414,Entrepreneur,1,6,Half Yearly,UPI,1899,11394,Yes
PR002415,Entrepreneur,1,1,Annual,UPI,1799,1799,Yes
INF002619,Influencer,0,5,Month-to-Month,UPI,1999,9995,Yes
PR002416,Entrepreneur,0,1,Half Yearly,UPI,1899,1899,Yes
STA02553,Startup,1,14,Month-to-Month,Credit Card,1999,27986,No
PR002417,Entrepreneur,1,8,Month-to-Month,UPI,1999,15992,No
PR002418,Entrepreneur,0,17,Annual,UPI,1799,30583,No
STA02554,Startup,1,1,Annual,Credit Card,1799,1799,Yes
INF002620,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,Yes
PR002419,Entrepreneur,0,1,Half Yearly,Debit Card,1899,1899,Yes
PR002420,Entrepreneur,1,6,Month-to-Month,Debit Card,1999,11994,No
STA02555,Startup,1,2,Month-to-Month,UPI,1999,3998,No
STA02556,Startup,1,4,Half Yearly,UPI,1899,7596,No
INF002621,Influencer,1,3,Half Yearly,Debit Card,1899,5697,No
PR002421,Entrepreneur,0,1,Annual,UPI,1799,1799,Yes
INF002622,Influencer,1,3,Annual,UPI,1799,5397,Yes
STA02557,Startup,0,4,Month-to-Month,Debit Card,1999,7996,Yes
STA02558,Startup,0,8,Annual,Credit Card,1799,14392,No
STA02559,Startup,1,1,Annual,Debit Card,1799,1799,No
STA02560,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
PR002422,Entrepreneur,1,12,Annual,Debit Card,1799,21588,No
STA02561,Startup,0,9,Month-to-Month,Debit Card,1999,17991,No
PR002423,Entrepreneur,1,8,Annual,Debit Card,1799,14392,No
INF002623,Influencer,1,9,Annual,Credit Card,1799,16191,Yes
INF002624,Influencer,1,5,Month-to-Month,Debit Card,1999,9995,Yes
INF002625,Influencer,1,4,Annual,UPI,1799,7196,Yes
STA02562,Startup,0,12,Half Yearly,Credit Card,1899,22788,No
PR002424,Entrepreneur,0,5,Month-to-Month,Debit Card,1999,9995,No
STA02563,Startup,1,3,Half Yearly,Credit Card,1899,5697,No
STA02564,Startup,0,5,Annual,Debit Card,1799,8995,No
STA02565,Startup,1,1,Month-to-Month,Debit Card,1999,1999,No
PR002425,Entrepreneur,0,8,Half Yearly,UPI,1899,15192,No
INF002626,Influencer,1,7,Annual,Credit Card,1799,12593,Yes
STA02566,Startup,1,2,Half Yearly,UPI,1899,3798,No
STA02567,Startup,1,4,Month-to-Month,Credit Card,1999,7996,Yes
STA02568,Startup,0,13,Half Yearly,Debit Card,1899,24687,No
INF002627,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
INF002628,Influencer,0,8,Month-to-Month,Credit Card,1999,15992,Yes
PR002426,Entrepreneur,1,7,Month-to-Month,Credit Card,1999,13993,No
INF002629,Influencer,1,8,Half Yearly,Debit Card,1899,15192,Yes
PR002427,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,No
INF002630,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
STA02569,Startup,1,11,Annual,Debit Card,1799,19789,No
PR002428,Entrepreneur,0,1,Month-to-Month,Credit Card,1999,1999,Yes
STA02570,Startup,0,4,Half Yearly,UPI,1899,7596,No
INF002631,Influencer,0,4,Half Yearly,Debit Card,1899,7596,Yes
INF002632,Influencer,1,3,Half Yearly,Debit Card,1899,5697,Yes
PR002429,Entrepreneur,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF002633,Influencer,0,1,Month-to-Month,UPI,1999,1999,Yes
PR002430,Entrepreneur,0,9,Annual,Debit Card,1799,16191,No
INF002634,Influencer,1,5,Month-to-Month,Credit Card,1999,9995,No
INF002635,Influencer,1,13,Annual,Credit Card,1799,23387,No
INF002636,Influencer,1,3,Half Yearly,Debit Card,1899,5697,Yes
INF002637,Influencer,1,2,Month-to-Month,Credit Card,1999,3998,Yes
PR002431,Entrepreneur,0,3,Month-to-Month,Credit Card,1999,5997,No
PR002432,Entrepreneur,0,13,Month-to-Month,Debit Card,1999,25987,Yes
PR002433,Entrepreneur,0,24,Month-to-Month,Debit Card,1999,47976,No
STA02571,Startup,0,2,Half Yearly,UPI,1899,3798,No
PR002434,Entrepreneur,1,12,Half Yearly,Debit Card,1899,22788,No
PR002435,Entrepreneur,0,18,Annual,Credit Card,1799,32382,No
STA02572,Startup,0,4,Half Yearly,Debit Card,1899,7596,No
PR002436,Entrepreneur,0,13,Month-to-Month,Debit Card,1999,25987,Yes
PR002437,Entrepreneur,1,14,Month-to-Month,UPI,1999,27986,Yes
STA02573,Startup,1,7,Annual,Credit Card,1799,12593,No
PR002438,Entrepreneur,1,12,Annual,Debit Card,1799,21588,No
STA02574,Startup,1,12,Half Yearly,UPI,1899,22788,No
STA02575,Startup,0,3,Half Yearly,Credit Card,1899,5697,No
STA02576,Startup,0,5,Half Yearly,Debit Card,1899,9495,No
STA02577,Startup,1,9,Half Yearly,Debit Card,1899,17091,No
STA02578,Startup,1,1,Month-to-Month,UPI,1999,1999,No
PR002439,Entrepreneur,0,8,Annual,UPI,1799,14392,No
PR002440,Entrepreneur,0,5,Month-to-Month,UPI,1999,9995,No
INF002638,Influencer,1,3,Month-to-Month,Credit Card,1999,5997,Yes
INF002639,Influencer,1,13,Annual,Debit Card,1799,23387,No
STA02579,Startup,1,2,Half Yearly,Credit Card,1899,3798,No
STA02580,Startup,0,13,Month-to-Month,Credit Card,1999,25987,No
STA02581,Startup,0,12,Month-to-Month,Credit Card,1999,23988,No
PR002441,Entrepreneur,0,6,Half Yearly,Debit Card,1899,11394,No
INF002640,Influencer,1,8,Half Yearly,Debit Card,1899,15192,Yes
PR002442,Entrepreneur,1,7,Annual,Debit Card,1799,12593,Yes
STA02582,Startup,1,12,Month-to-Month,Credit Card,1999,23988,No
STA02583,Startup,0,10,Half Yearly,Credit Card,1899,18990,Yes
INF002641,Influencer,1,7,Half Yearly,Debit Card,1899,13293,Yes
INF002642,Influencer,1,21,Month-to-Month,Debit Card,1999,41979,No
PR002443,Entrepreneur,1,1,Half Yearly,Debit Card,1899,1899,Yes
STA02584,Startup,0,1,Annual,Debit Card,1799,1799,No
PR002444,Entrepreneur,0,3,Month-to-Month,Credit Card,1999,5997,Yes
INF002643,Influencer,0,10,Half Yearly,Debit Card,1899,18990,No
STA02585,Startup,0,10,Annual,Debit Card,1799,17990,No
PR002445,Entrepreneur,0,6,Half Yearly,Debit Card,1899,11394,No
PR002446,Entrepreneur,0,5,Half Yearly,Credit Card,1899,9495,No
INF002644,Influencer,0,3,Month-to-Month,Debit Card,1999,5997,Yes
INF002645,Influencer,1,1,Half Yearly,Credit Card,1899,1899,Yes
STA02586,Startup,0,3,Month-to-Month,Debit Card,1999,5997,No
INF002646,Influencer,0,9,Half Yearly,Debit Card,1899,17091,Yes
PR002447,Entrepreneur,0,8,Annual,UPI,1799,14392,No
INF002647,Influencer,1,15,Month-to-Month,Credit Card,1999,29985,Yes
INF002648,Influencer,0,3,Month-to-Month,UPI,1999,5997,Yes
STA02587,Startup,1,8,Half Yearly,UPI,1899,15192,No
INF002649,Influencer,1,9,Half Yearly,Credit Card,1899,17091,Yes
INF002650,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
PR002448,Entrepreneur,0,14,Annual,UPI,1799,25186,No
PR002449,Entrepreneur,1,2,Month-to-Month,Credit Card,1999,3998,Yes
STA02588,Startup,0,1,Month-to-Month,UPI,1999,1999,No
STA02589,Startup,0,8,Half Yearly,UPI,1899,15192,No
STA02590,Startup,0,12,Half Yearly,UPI,1899,22788,No
PR002450,Entrepreneur,0,6,Month-to-Month,UPI,1999,11994,Yes
PR002451,Entrepreneur,0,16,Month-to-Month,UPI,1999,31984,Yes
STA02591,Startup,0,8,Annual,Debit Card,1799,14392,No
STA02592,Startup,1,6,Half Yearly,UPI,1899,11394,No
STA02593,Startup,0,9,Annual,Credit Card,1799,16191,No
STA02594,Startup,1,4,Half Yearly,UPI,1899,7596,No
STA02595,Startup,0,1,Month-to-Month,Debit Card,1999,1999,No
PR002452,Entrepreneur,1,3,Annual,Credit Card,1799,5397,Yes
INF002651,Influencer,0,12,Annual,Credit Card,1799,21588,No
PR002453,Entrepreneur,1,14,Annual,Credit Card,1799,25186,No
PR002454,Entrepreneur,0,13,Annual,Debit Card,1799,23387,No
STA02596,Startup,0,9,Month-to-Month,Debit Card,1999,17991,No
STA02597,Startup,1,13,Half Yearly,UPI,1899,24687,No
PR002455,Entrepreneur,0,2,Month-to-Month,Credit Card,1999,3998,Yes
INF002652,Influencer,1,6,Annual,Credit Card,1799,10794,Yes
INF002653,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
PR002456,Entrepreneur,1,2,Month-to-Month,Debit Card,1999,3998,Yes
INF002654,Influencer,0,11,Month-to-Month,UPI,1999,21989,No
STA02598,Startup,1,1,Month-to-Month,Credit Card,1999,1999,No
STA02599,Startup,1,11,Month-to-Month,Credit Card,1999,21989,No
PR002457,Entrepreneur,0,5,Annual,Debit Card,1799,8995,No
INF002655,Influencer,1,5,Month-to-Month,Debit Card,1999,9995,No
STA02600,Startup,0,2,Annual,Debit Card,1799,3598,No
PR002458,Entrepreneur,0,7,Half Yearly,UPI,1899,13293,No
INF002656,Influencer,1,8,Month-to-Month,Debit Card,1999,15992,Yes
INF002657,Influencer,1,5,Month-to-Month,UPI,1999,9995,Yes
STA02601,Startup,0,4,Half Yearly,Debit Card,1899,7596,No
STA02602,Startup,1,24,Annual,UPI,1799,43176,No
INF002658,Influencer,0,2,Month-to-Month,Debit Card,1999,3998,Yes
INF002659,Influencer,0,8,Month-to-Month,UPI,1999,15992,Yes
PR002459,Entrepreneur,0,8,Half Yearly,Debit Card,1899,15192,No
STA02603,Startup,1,5,Month-to-Month,Debit Card,1999,9995,No
STA02604,Startup,1,7,Month-to-Month,Credit Card,1999,13993,No
PR002460,Entrepreneur,0,3,Month-to-Month,Credit Card,1999,5997,Yes
PR002461,Entrepreneur,1,1,Annual,UPI,1799,1799,Yes
INF002660,Influencer,0,15,Month-to-Month,Credit Card,1999,29985,Yes
INF002661,Influencer,0,6,Month-to-Month,UPI,1999,11994,Yes
PR002462,Entrepreneur,1,24,Annual,UPI,1799,43176,No
STA02605,Startup,0,8,Half Yearly,Debit Card,1899,15192,No
INF002662,Influencer,0,4,Month-to-Month,Debit Card,1999,7996,Yes
INF002663,Influencer,0,2,Half Yearly,UPI,1899,3798,Yes
INF002664,Influencer,0,10,Month-to-Month,Debit Card,1999,19990,Yes
PR002463,Entrepreneur,0,10,Month-to-Month,Debit Card,1999,19990,Yes
INF002665,Influencer,1,7,Half Yearly,Debit Card,1899,13293,Yes
STA02606,Startup,0,9,Half Yearly,UPI,1899,17091,No
STA02607,Startup,1,1,Annual,Credit Card,1799,1799,No
PR002464,Entrepreneur,1,20,Half Yearly,Credit Card,1899,37980,No
PR002465,Entrepreneur,0,11,Annual,UPI,1799,19789,No
STA02608,Startup,0,3,Month-to-Month,Credit Card,1999,5997,No
STA02609,Startup,0,9,Annual,Credit Card,1799,16191,No
PR002466,Entrepreneur,1,6,Half Yearly,UPI,1899,11394,No
INF002666,Influencer,0,13,Annual,UPI,1799,23387,No
STA02610,Startup,0,3,Half Yearly,Credit Card,1899,5697,No
INF002667,Influencer,0,6,Annual,UPI,1799,10794,Yes
STA02611,Startup,1,10,Half Yearly,Credit Card,1899,18990,No
PR002467,Entrepreneur,0,10,Annual,Credit Card,1799,17990,No
INF002668,Influencer,1,5,Month-to-Month,Credit Card,1999,9995,Yes
INF002669,Influencer,0,13,Annual,Credit Card,1799,23387,No
PR002468,Entrepreneur,1,3,Half Yearly,Debit Card,1899,5697,No
STA02612,Startup,1,5,Month-to-Month,Debit Card,1999,9995,No
STA02613,Startup,1,14,Month-to-Month,Debit Card,1999,27986,No
STA02614,Startup,0,2,Annual,Credit Card,1799,3598,No
PR002469,Entrepreneur,0,3,Month-to-Month,UPI,1999,5997,No
PR002470,Entrepreneur,0,3,Half Yearly,Debit Card,1899,5697,No
STA02615,Startup,0,3,Month-to-Month,Credit Card,1999,5997,Yes
STA02616,Startup,0,12,Annual,Debit Card,1799,21588,No
PR002471,Entrepreneur,1,7,Month-to-Month,Credit Card,1999,13993,No
STA02617,Startup,1,4,Month-to-Month,Debit Card,1999,7996,No
INF002670,Influencer,0,7,Month-to-Month,Debit Card,1999,13993,Yes
INF002671,Influencer,0,9,Month-to-Month,Debit Card,1999,17991,Yes
PR002472,Entrepreneur,1,11,Annual,Credit Card,1799,19789,No
STA02618,Startup,0,2,Month-to-Month,Debit Card,1999,3998,No
STA02619,Startup,1,6,Month-to-Month,Debit Card,1999,11994,No
INF002672,Influencer,1,20,Month-to-Month,UPI,1999,39980,Yes
INF002673,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
INF002674,Influencer,0,22,Annual,UPI,1799,39578,No
INF002675,Influencer,1,1,Month-to-Month,Credit Card,1999,1999,Yes
STA02620,Startup,0,1,Half Yearly,Debit Card,1899,1899,No
PR002473,Entrepreneur,1,4,Month-to-Month,Debit Card,1999,7996,No
PR002474,Entrepreneur,0,3,Month-to-Month,Debit Card,1999,5997,Yes
PR002475,Entrepreneur,1,12,Month-to-Month,Credit Card,1999,23988,Yes
INF002676,Influencer,0,16,Annual,UPI,1799,28784,No
STA02621,Startup,0,2,Annual,Debit Card,1799,3598,No
STA02622,Startup,0,2,Annual,Credit Card,1799,3598,No
INF002677,Influencer,1,5,Month-to-Month,Credit Card,1999,9995,Yes
INF002678,Influencer,0,3,Month-to-Month,Debit Card,1999,5997,Yes
STA02623,Startup,1,2,Half Yearly,UPI,1899,3798,No
INF002679,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
STA02624,Startup,1,3,Annual,Debit Card,1799,5397,No
STA02625,Startup,0,3,Half Yearly,UPI,1899,5697,No
